ID,CALLE,ALT PLANO,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen,L_SENTIDO,CATEGORIA
"3990",GUAMINI,"2993",-58.5011225,-34.6697265,"9",MATADEROS,"92",I,,,,,,,,,,,,OFICIAL
"3991",CNEL. CARDENAS AV.,"3097",-58.4990581,-34.6723508,"9",MATADEROS,"92",I,"126",I,,,,,,,,,"92-Aldo Bonzi (La Matanza), Mataderos (CABA), Nueve de Abril (Esteban Echeverría), Villa Lugano (CABA)|126-La Tablada (La Matanza), San Justo (La Matanza)",OFICIAL
"3994",EVA PERON AV.,"7491",-58.501624,-34.6738778,"9",MATADEROS,"180",I,"92",I,"126",I,,,,,,,"180-González Catán (La Matanza), San Justo (La Matanza)|92-Aldo Bonzi (La Matanza), Mataderos (CABA), Nueve de Abril (Esteban Echeverría), Villa Lugano (CABA)|103-Caballito (CABA), Mataderos (CABA), Tapiales (La Matanza), Villa Lugano (CABA)",OFICIAL
"3995",EVA PERON AV.,"6809",-58.495891,-34.670078,"9",MATADEROS,"103",I,"97",I,,,,,,,,,"103-Caballito (CABA), Mataderos (CABA), Tapiales (La Matanza), Villa Lugano (CABA)",OFICIAL
"3998",FEDERICO LACROZE AV.,"1684",-58.438617,-34.5635254,"14",PALERMO,"42",I,,,,,,,,,,,42-Belgrano (CABA),OFICIAL
"3999",DEL LIBERTADOR AV.,"5151",-58.4387873,-34.562718,"14",PALERMO,"64",I,,,,,,,,,,,64-Belgrano (CABA),OFICIAL
"4003",JUAN DE GARAY AV.,"3775",-58.4174553,-34.6314787,"5",BOEDO,"134",V,,,,,,,,,,,134-Villa Devoto (CABA),OFICIAL
"4005",JUAN DE GARAY AV.,"4181",-58.4225955,-34.6320032,"5",BOEDO,"134",V,,,,,,,,,,,134-Villa Devoto (CABA),OFICIAL
"4006",JUAN DE GARAY AV.,"4399",-58.4248908,-34.6322212,"5",BOEDO,"134",V,,,,,,,,,,,134-Villa Devoto (CABA),OFICIAL
"4007",PAVON AV.,"4390",-58.4254748,-34.6315245,"5",BOEDO,"134",I,,,,,,,,,,,"134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"4008",PAVON AV.,"4386",-58.4253124,-34.6315019,"5",BOEDO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4010",PAVON AV.,"3910",-58.4194656,-34.6306608,"5",BOEDO,"4",I,"134",I,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|134-Dock Sud (Avellaneda), Flores (CABA)",OFICIAL
"4013",PAVON AV.,"3318",-58.4121801,-34.6293386,"5",BOEDO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4014",COCHABAMBA,"3379",-58.4130109,-34.6265692,"5",BOEDO,"97",I,"127",I,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)|127-Don Torcuato (Tigre)",OFICIAL
"4015",COCHABAMBA,"3581",-58.4155912,-34.6268566,"5",BOEDO,"97",I,"127",I,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)|127-Don Torcuato (Tigre)",OFICIAL
"4018",COCHABAMBA,"4197",-58.4236981,-34.6278567,"5",BOEDO,"97",I,,,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)",OFICIAL
"4019",COCHABAMBA,"4397",-58.4262281,-34.6282295,"5",BOEDO,"97",I,,,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)",OFICIAL
"4020",SAN JUAN AV.,"4310",-58.4257706,-34.6269372,"5",BOEDO,"88",V,"97",V,,,,,,,,,"88-Balvanera (CABA)|97-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4021",SAN JUAN AV.,"4238",-58.424587,-34.6267664,"5",BOEDO,"53",V,"126",V,,,,,,,,,"53-Boca (CABA), Constitucion (CABA)|126-Caballito (CABA), Parque Chacabuco (CABA), Retiro (CABA)",OFICIAL
"4022",SAN JUAN AV.,"4220",-58.4244657,-34.6267486,"5",BOEDO,"7",V,"180",V,,,,,,,,,"7-Retiro (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4024",SAN JUAN AV.,"3648",-58.4170155,-34.6256491,"5",BOEDO,"126",V,"180",V,,,,,,,,,"126-Caballito (CABA), Parque Chacabuco (CABA), Retiro (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4025",SAN JUAN AV.,"3628",-58.4166861,-34.6256023,"5",BOEDO,"88",V,"97",,"127",,,,,,,,"88-Balvanera (CABA)|97-Barracas (CABA), Constitucion (CABA)|127-San Cristobal (CABA)",OFICIAL
"4026",SAN JUAN AV.,"3620",-58.4165811,-34.6255874,"5",BOEDO,"53",V,"57",V,,,,,,,,,"53-Boca (CABA), Constitucion (CABA)|57-Palermo (CABA)",OFICIAL
"4027",CHICLANA AV.,"3920",-58.4191441,-34.6399492,"4",NUEVA POMPEYA,"23",I,"101",I,"143",V,,,,,,,"23-Retiro (CABA)|101-Retiro (CABA)|143-Recoleta (CABA), Retiro (CABA)",OFICIAL
"4028",CASEROS AV.,"3908",-58.419752,-34.6395974,"4",NUEVA POMPEYA,"50",V,"101",I,,,,,,,,,50-Retiro (CABA)|101-Retiro (CABA),OFICIAL
"4029",CASEROS AV.,"3934",-58.419998,-34.6396413,"4",NUEVA POMPEYA,"25",V,"65",V,,,,,,,,,"25-Boca (CABA)|65-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4030",CASEROS AV.,"3954",-58.4202676,-34.6396893,"4",NUEVA POMPEYA,"133",V,,,,,,,,,,,"133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4031",LA PLATA AV.,"2377",-58.4230832,-34.6422088,"4",NUEVA POMPEYA,"85",V,"119",I,"15",V,,,,,,,"85-Nueva Pompeya (CABA), Quilmes (Quilmes)|15-Valentín Alsina (Lanús)",OFICIAL
"4032",COBO AV.,"520",-58.4238461,-34.6403228,"4",NUEVA POMPEYA,"50",V,"101",I,,,,,,,,,50-Retiro (CABA)|101-Retiro (CABA),OFICIAL
"4033",COBO AV.,"814",-58.4275606,-34.6409513,"4",NUEVA POMPEYA,"25",V,"133",V,,,,,,,,,"25-Boca (CABA)|133-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4035",COBO AV.,"820",-58.4276706,-34.6409699,"4",NUEVA POMPEYA,"50",V,"101",I,,,,,,,,,50-Retiro (CABA)|101-Retiro (CABA),OFICIAL
"4036",COSTANERA RAFAEL OBLIGADO AV.,"6561",-58.430625,-34.546819,"13",NUEVA POMPEYA,"33",V,"45",V,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4038",RIESTRA AV.,"1310",-58.4280095,-34.6450619,"4",NUEVA POMPEYA,"23",I,,,,,,,,,,,23-Retiro (CABA),OFICIAL
"4039",COSTANERA RAFAEL OBLIGADO AV.,"5731",-58.425132,-34.552333,"14",PALERMO,"37",V,"160",V,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4040",RIESTRA AV.,"1291",-58.4274772,-34.6448909,"4",SAN CRISTOBAL,"23",V,,,,,,,,,,,23-Villa Soldati (CABA),OFICIAL
"4041",COSTANERA RAFAEL OBLIGADO AV.,"5611",-58.4252454,-34.5524214,"14",PALERMO,"33",V,"45",V,,,,,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|45-Belgrano (CABA), Retiro (CABA)",OFICIAL
"4042",JUAN DE GARAY AV.,"3287",-58.4114838,-34.6301917,"3",PALERMO,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)",OFICIAL
"4043",COSTANERA RAFAEL OBLIGADO AV.,"4785",-58.421967,-34.5532799,"14",PALERMO,"33",V,"45",V,,,,,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|45-Belgrano (CABA), Retiro (CABA)",OFICIAL
"4045",COSTANERA RAFAEL OBLIGADO AV.,"4950",-58.4234062,-34.5533024,"14",PALERMO,"33",I,"45",I,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4046",COSTANERA RAFAEL OBLIGADO AV.,"4920",-58.423126,-34.553353,"14",PALERMO,"37",V,"160",V,,,,,,,,,"37-Remedios de Escalada (Lanús)|160-Don Orione (Almirante Brown), Lanús Oeste (Lanús), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4047",COSTANERA RAFAEL OBLIGADO AV.,"4435",-58.4180978,-34.5543682,"14",SAN CRISTOBAL,"33",V,"45",V,,,,,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|45-Belgrano (CABA), Retiro (CABA)",OFICIAL
"4048",COSTANERA RAFAEL OBLIGADO AV.,"4431",-58.4180182,-34.5543846,"14",SAN CRISTOBAL,"37",V,"160",V,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4049",JUAN DE GARAY AV.,"2475",-58.399753,-34.628453,"3",PALERMO,"118",I,"129",V,,,,,,,,,"118-Belgrano (CABA)|129-Berazategui (Berazategui), Berazategui (Florencio Varela), Bosques (Florencio Varela), Florencio Varela (Berazategui), Florencio Varela (Florencio Varela), Hudson (Berazategui), Ingeniero Juan Allan (Berazategui), Ingeniero Juan A",OFICIAL
"4050",JUAN DE GARAY AV.,"2433",-58.399101,-34.6283761,"3",SAN CRISTOBAL,"4",V,"188",V,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|188-Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4051",COSTANERA RAFAEL OBLIGADO AV.,"4550",-58.4195969,-34.554095,"14",PALERMO,"33",I,"45",I,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4053",JUAN DE GARAY AV.,"2273",-58.396326,-34.6279777,"3",SAN CRISTOBAL,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)",OFICIAL
"4054",COSTANERA RAFAEL OBLIGADO AV.,"4213",-58.4134968,-34.5559616,"14",PALERMO,"33",V,"45",V,,,,,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|45-Belgrano (CABA), Retiro (CABA)",OFICIAL
"4055",JUAN DE GARAY AV.,"2171",-58.3950654,-34.6276895,"3",SAN CRISTOBAL,"4",,"95",V,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|95-Palermo (CABA)",OFICIAL
"4059",COSTANERA RAFAEL OBLIGADO AV.,"4020",-58.4108566,-34.557931,"14",SAN CRISTOBAL,"37",I,"160",I,,,,,,,,,"37-Belgrano (CABA), Palermo (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4060",PAVON AV.,"1902",-58.3924507,-34.6265091,"3",SAN CRISTOBAL,"62",I,"95",I,,,,,,,,,62-Constitucion (CABA)|95-Avellaneda (Avellaneda),OFICIAL
"4061",PAVON AV.,"2138",-58.3948281,-34.6267555,"3",SAN CRISTOBAL,"4",I,"62",I,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)|62-Constitucion (CABA)",OFICIAL
"4062",PAVON AV.,"2152",-58.3950156,-34.6267739,"3",SAN CRISTOBAL,"95",I,,,,,,,,,,,95-Avellaneda (Avellaneda),OFICIAL
"4063",PAVON AV.,"2310",-58.3973874,-34.6270245,"3",SAN CRISTOBAL,"62",I,"95",V,,,,,,,,,62-Constitucion (CABA)|95-Palermo (CABA),OFICIAL
"4064",PAVON AV.,"2320",-58.3975152,-34.627038,"3",PALERMO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4067",COSTANERA RAFAEL OBLIGADO AV.,"4006",-58.4108105,-34.5579666,"14",SAN CRISTOBAL,"33",I,"45",I,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4068",PAVON AV.,"2526",-58.4004162,-34.6274027,"3",PALERMO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4069",PAVON AV.,"2532",-58.4005123,-34.6274132,"3",SAN CRISTOBAL,"62",I,,,,,,,,,,,62-Constitucion (CABA),OFICIAL
"4070",COSTANERA RAFAEL OBLIGADO AV.,"3751",-58.410042,-34.558266,"14",PALERMO,"33",V,"37",V,"45",V,"160",V,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|37-Belgrano (CABA), Palermo (CABA)|45-Belgrano (CABA), Retiro (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4071",CATAMARCA,"1587",-58.402499,-34.6285607,"3",PALERMO,"97",V,,,,,,,,,,,"97-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4072",COSTANERA RAFAEL OBLIGADO AV.,"3720",-58.4090039,-34.5595063,"14",SAN CRISTOBAL,"37",I,"160",I,,,,,,,,,"37-Remedios de Escalada (Lanús)|160-Don Orione (Almirante Brown), Lanús Oeste (Lanús), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4073",COSTANERA RAFAEL OBLIGADO AV.,"3710",-58.4090939,-34.5595563,"14",SAN CRISTOBAL,"33",I,"45",I,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4074",PAVON AV.,"2864",-58.404745,-34.627937,"3",SAN CRISTOBAL,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4075",PAVON AV.,"3014",-58.4070668,-34.628214,"3",PALERMO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4076",PAVON AV.,"3216",-58.4102741,-34.628871,"3",PALERMO,"4",I,,,,,,,,,,,"4-Boca (CABA), San Nicolas (CABA)",OFICIAL
"4078",COSTANERA RAFAEL OBLIGADO AV.,"1221",-58.40429366,-34.56348191,"14",SAN CRISTOBAL,"33",V,"45",V,,,,,,,,,"33-Belgrano (CABA), Recoleta (CABA), Retiro (CABA)|45-Belgrano (CABA), Retiro (CABA)",OFICIAL
"4080",COSTANERA RAFAEL OBLIGADO AV.,"1200",-58.405788,-34.562503,"14",SAN CRISTOBAL,"37",I,"160",I,,,,,,,,,,OFICIAL
"4082",LA RIOJA,"1404",-58.4066928,-34.6273661,"3",PALERMO,"97",I,"101",I,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)|101-Retiro (CABA)",OFICIAL
"4083",COSTANERA RAFAEL OBLIGADO AV.,"1200",-58.4032669,-34.5665492,"14",SAN CRISTOBAL,"37",I,"160",I,,,,,,,,,"37-Remedios de Escalada (Lanús)|160-Don Orione (Almirante Brown), Lanús Oeste (Lanús), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4084",COSTANERA RAFAEL OBLIGADO AV.,"1200",-58.40125929,-34.56645061,"14",SAN CRISTOBAL,"33",I,"45",I,,,,,,,,,"33-Avellaneda (Avellaneda), San José (Almirante Brown)|45-Constitucion (CABA), Lanús Oeste (Lanús), Remedios de Escalada (Lanús), Retiro (CABA)",OFICIAL
"4086",COMBATE DE LOS POZOS,"1551",-58.3922943,-34.6268479,"3",SAN CRISTOBAL,"12",V,"4",,,,,,,,,,"12-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4087",COMBATE DE LOS POZOS,"1569",-58.3922915,-34.6268634,"3",SAN CRISTOBAL,"37",I,"6",,,,,,,,,,37-Remedios de Escalada (Lanús),OFICIAL
"4088",COMBATE DE LOS POZOS,"1383",-58.3926304,-34.6250635,"3",SAN CRISTOBAL,"84",V,,,,,,,,,,,84-Constitucion (CABA),OFICIAL
"4089",COMBATE DE LOS POZOS,"1377",-58.3926263,-34.625064,"3",SAN CRISTOBAL,"12",V,"37",I,,,,,,,,,"12-Barracas (CABA), Constitucion (CABA)|37-Remedios de Escalada (Lanús)",OFICIAL
"4090",COMBATE DE LOS POZOS,"1369",-58.3926534,-34.6248715,"3",SAN CRISTOBAL,"90",V,"151",V,,,,,,,,,"90-Barracas (CABA), Constitucion (CABA)|151-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4091",PASCO,"1214",-58.396229,-34.623318,"3",SAN CRISTOBAL,"95",V,,,,,,,,,,,95-Palermo (CABA),OFICIAL
"4092",PASCO,"1404",-58.3956633,-34.6257251,"3",BOEDO,"95",V,,,,,,,,,,,95-Palermo (CABA),OFICIAL
"4093",PICHINCHA,"1595",-58.3969525,-34.627798,"3",BOEDO,"95",I,"188",I,,,,,,,,,"95-Avellaneda (Avellaneda)|188-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Luis Guillón (Esteban Echeverría), Villa Fiorito (Lomas de Zamora)",OFICIAL
"4094",MAZA,"1948",-58.4142808,-34.6340903,"5",BOEDO,"23",I,"128",V,,,,,,,,,23-Retiro (CABA)|128-Palermo (CABA),OFICIAL
"4095",MAZA,"1906",-58.4143781,-34.6337549,"5",BOEDO,"115",V,"164",V,,,,,,,,,"115-Retiro (CABA)|164-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4096",MAZA,"1724",-58.4144344,-34.6315159,"5",BOEDO,"115",V,"164",V,,,,,,,,,"115-Retiro (CABA)|164-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4097",MAZA,"1722",-58.4144386,-34.631323,"5",BOEDO,"23",I,"128",V,,,,,,,,,23-Retiro (CABA)|128-Palermo (CABA),OFICIAL
"4098",MAZA,"1534",-58.4144863,-34.6291502,"5",BOEDO,"23",I,"128",V,,,,,,,,,23-Retiro (CABA)|128-Palermo (CABA),OFICIAL
"4099",MAZA,"1512",-58.4144879,-34.6290768,"5",BOEDO,"115",V,"164",V,,,,,,,,,"115-Retiro (CABA)|164-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4100",MAZA,"1212",-58.4145991,-34.6258092,"5",SAN CRISTOBAL,"23",I,"164",V,,,,,,,,,"23-Retiro (CABA)|164-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4101",MAZA,"1210",-58.4146158,-34.6255346,"5",BOEDO,"128",V,"115",V,,,,,,,,,128-Palermo (CABA)|115-Retiro (CABA),OFICIAL
"4102",ALBERTI,"1420",-58.4000996,-34.6265042,"3",SAN CRISTOBAL,"129",V,,,,,,,,,,,"129-Balvanera (CABA), Constitucion (CABA), Retiro (CABA)",OFICIAL
"4103",MAZA,"908",-58.4148694,-34.6224427,"5",BOEDO,"23",I,,,,,,,,,,,23-Retiro (CABA),OFICIAL
"4104",ALBERTI,"1402",-58.40013,-34.6262697,"3",BOEDO,"188",V,"118",I,,,,,,,,,"188-Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4105",MAZA,"818",-58.4149953,-34.6212581,"5",SAN CRISTOBAL,"164",V,"180",V,,,,,,,,,"164-Balvanera (CABA), Nueva Pompeya (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4106",MAZA,"812",-58.4150176,-34.6210434,"5",SAN CRISTOBAL,"115",V,"128",V,,,,,,,,,115-Retiro (CABA)|128-Palermo (CABA),OFICIAL
"4109",MAZA,"608",-58.4152726,-34.6186456,"5",ALMAGRO,"115",V,"180",V,,,,,,,,,"115-Retiro (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4110",MAZA,"402",-58.4156871,-34.6158501,"5",ALMAGRO,"115",V,,,,,,,,,,,115-Retiro (CABA),OFICIAL
"4111",MAZA,"208",-58.4160796,-34.6137011,"5",SAN CRISTOBAL,"164",V,"180",V,,,,,,,,,"164-Balvanera (CABA), Nueva Pompeya (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4112",MAZA,"8",-58.4171887,-34.6111423,"5",ALMAGRO,"164",V,"180",V,,,,,,,,,"164-Balvanera (CABA), Nueva Pompeya (CABA)|180-Caballito (CABA), Mataderos (CABA), San Nicolas (CABA)",OFICIAL
"4113",CATAMARCA,"1293",-58.40325,-34.6252166,"3",ALMAGRO,"97",V,,,,,,,,,,,"97-Barracas (CABA), Constitucion (CABA)",OFICIAL
"4114",COLOMBRES,"14",-58.4195629,-34.6114349,"5",ALMAGRO,"127",I,"128",V,,,,,,,,,127-Don Torcuato (Tigre)|128-Palermo (CABA),OFICIAL
"4115",COLOMBRES,"300",-58.4185342,-34.6149374,"5",ALMAGRO,"127",I,"128",V,,,,,,,,,127-Don Torcuato (Tigre)|128-Palermo (CABA),OFICIAL
"4116",COLOMBRES,"310",-58.4185259,-34.6149943,"5",SAN CRISTOBAL,"88",V,"160",V,,,,,,,,,"88-Balvanera (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4117",COLOMBRES,"408",-58.4182332,-34.6176508,"5",LINIERS,"7",V,"127",I,,,,,,,,,7-Retiro (CABA)|127-Don Torcuato (Tigre),OFICIAL
"4118",DEAN FUNES,"1581",-58.4052676,-34.628664,"3",ALMAGRO,"101",V,,,,,,,,,,,"101-Balvanera (CABA), Ingeniero Budge (Lomas de Zamora), Villa Lugano (CABA), Villa Soldati (CABA)",OFICIAL
"4119",ACASSUSO,"6463",-58.5143887,-34.6490089,"9",LINIERS,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)",OFICIAL
"4120",COLOMBRES,"714",-58.4180322,-34.6209966,"5",BOEDO,"127",I,"160",V,,,,,,,,,"7-Retiro (CABA)|127-Don Torcuato (Tigre)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4121",ACASSUSO,"6585",-58.5151307,-34.6496779,"9",SAN CRISTOBAL,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)",OFICIAL
"4122",COLOMBRES,"958",-58.4176651,-34.6251291,"5",LINIERS,"7",V,,,,,,,,,,,7-Retiro (CABA),OFICIAL
"4123",DEAN FUNES,"1179",-58.4059085,-34.6239088,"3",BOEDO,"101",V,,,,,,,,,,,"101-Balvanera (CABA), Ingeniero Budge (Lomas de Zamora), Villa Lugano (CABA), Villa Soldati (CABA)",OFICIAL
"4125",COLOMBRES,"1002",-58.4176116,-34.6258751,"5",BOEDO,"75",V,"160",V,,,,,,,,,"75-Retiro (CABA)|160-Belgrano (CABA), Nueva Pompeya (CABA), Palermo (CABA)",OFICIAL
"4126",COLOMBRES,"1020",-58.4175742,-34.6260387,"5",SAN CRISTOBAL,"127",I,,,,,,,,,,,127-Don Torcuato (Tigre),OFICIAL
"4128",LA RIOJA,"816",-58.4076742,-34.620061,"3",SAN CRISTOBAL,"41",I,"101",I,,,,,,,,,"41-Saavedra (CABA), Villa Adelina (Vicente López)|101-Retiro (CABA)",OFICIAL
"4130",LA RIOJA,"1006",-58.4072917,-34.6221652,"3",SAN CRISTOBAL,"41",I,"101",I,,,,,,,,,"41-Saavedra (CABA), Villa Adelina (Vicente López)|101-Retiro (CABA)",OFICIAL
"4131",LA RIOJA,"1220",-58.4070046,-34.624647,"3",LINIERS,"41",I,"101",I,,,,,,,,,"41-Saavedra (CABA), Villa Adelina (Vicente López)",OFICIAL
"4133",MONTIEL,"706",-58.5258772,-34.6468115,"9",LINIERS,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|104-Liniers (CABA), San Justo (La Matanza)",OFICIAL
"4134",LA RIOJA,"1310",-58.4068248,-34.6262012,"3",SAN CRISTOBAL,"41",I,,,,,,,,,,,"41-Saavedra (CABA), Villa Adelina (Vicente López)",OFICIAL
"4137",MONTIEL,"20",-58.5263556,-34.6394737,"9",SAN CRISTOBAL,"4",V,,,,,,,,,,,"4-Lomas del Mirador (La Matanza), Ramos Mejia (La Matanza)|104-Liniers (CABA), San Justo (La Matanza)",OFICIAL
"4138",GRAL. URQUIZA,"1189",-58.4089357,-34.624499,"3",SAN CRISTOBAL,"31",I,"32",I,,,,,,,,,"31-Barrio 9 de Abril (Esteban Echeverr�a)|32-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Lanús Oeste (Lanús), Nueve de Abril (Esteban Echeverría)",OFICIAL
"4139",GRAL. URQUIZA,"995",-58.409162,-34.6222595,"3",SAN CRISTOBAL,"31",I,"32",I,,,,,,,,,"31-Barrio 9 de Abril (Esteban Echeverr�a)|32-Ingeniero Budge (Lomas de Zamora), Lanús Este (Lanús), Lanús Oeste (Lanús), Nueve de Abril (Esteban Echeverría)",OFICIAL
"4140",24 DE NOVIEMBRE,"818",-58.4107276,-34.6206595,"3",SAN CRISTOBAL,"31",V,"32",V,,,,,,,,,"31-Plaza Miserere (CABA)|32-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4141",24 DE NOVIEMBRE,"818",-58.4107295,-34.6206358,"3",MATADEROS,"75",V,,,,,,,,,,,75-Retiro (CABA),OFICIAL
"4142",24 DE NOVIEMBRE,"1020",-58.4104841,-34.6230616,"3",MATADEROS,"31",V,"32",V,,,,,,,,,"31-Plaza Miserere (CABA)|32-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4143",GRAL. PAZ AV.,"12418",-58.5208334,-34.659406,"9",LINIERS,"8",V,"28",I,,,,,,,,,"8-Boca (CABA), San Telmo (CABA)|28-Ciudad Universitaria, Nu�ez (CABA)",OFICIAL
"4144",GRAL. PAZ AV.,"12114",-58.5245474,-34.6566199,"9",LINIERS,"8",V,"28",I,,,,,,,,,"8-Boca (CABA), San Telmo (CABA)|28-Ciudad Universitaria, Nu�ez (CABA)",OFICIAL
"4145",24 DE NOVIEMBRE,"1220",-58.4102727,-34.6251035,"3",SAN CRISTOBAL,"31",V,"32",V,,,,,,,,,"31-Plaza Miserere (CABA)|32-Balvanera (CABA), Nueva Pompeya (CABA)",OFICIAL
"4146",24 DE NOVIEMBRE,"1220",-58.4103012,-34.6249635,"3",SAN CRISTOBAL,"75",V,,,,,,,,,,,"97-Isidro Casanova (La Matanza), Morón (Morón), Tapiales (La Matanza)",OFICIAL
"4147",GRAL. PAZ AV.,"11804",-58.5277863,-34.6534551,"9",LINIERS,"4",I,"8",,"28",,"161",V,,,,,"4-Boca (CABA), San Nicolas (CABA)|8-Boca (CABA), San Telmo (CABA)|28-Belgrano (CABA), Ciudad Celina (La Matanza), Liniers (CABA), Nuñez (CABA), Villa Fiorito (Lomas de Zamora)|161-Ciudadela (La Matanza), Ciudadela (Tres de Febrero), Liniers (CABA), Ra",OFICIAL
"4149",COCHABAMBA,"3193",-58.4099819,-34.6262332,"3",SAN CRISTOBAL,"127",I,"97",I,,,,,,,,,127-Don Torcuato (Tigre),OFICIAL
